EMBLEM,NAME,QUALITY,TYPE,SLOT,POTENTIAL,HEALTH,ATTACK,DEFENCE,MAGIC,LINK1,LINK2,LINK3,ICONID,GRAPHICID,PASSIVE
NATURE,Pathseeker Pendant,LEGENDARY,ATTACK,NECKLACE,174,4719,5148,3432,3861,3439,3419,2873,196915,205835,null
NATURE,Ring of Labyrinth,LEGENDARY,MAGIC,RING,172,3414,3841,4695,5121,4017,3443,2567,204661,208731,null
NATURE,Guiding Fire,LEGENDARY,DEFENSE,TALISMAN,174,3450,4743,5175,3881,4021,3463,2845,205613,209009,null
NATURE,Path Seekers,LEGENDARY,ATTACK,BOOTS,174,4719,5148,3432,3861,4025,3459,2881,204951,208863,null
NATURE,Grapevine Gloves,LEGENDARY,MAGIC,GLOVES,174,3432,3861,4719,5148,4005,3427,2571,198223,206095,null
NATURE,Stone Labyrinth Armor,LEGENDARY,DEFENSE,CHEST,174,3450,4743,5175,3881,4009,3411,2857,197153,205957,null
NATURE,Hood of Clairvoyance,LEGENDARY,ATTACK,HELM,174,4743,5175,3450,3881,4013,3407,2893,200683,207003,null
LAVA,Inner Fire Pendant,LEGENDARY,MAGIC,NECKLACE,171,3396,3821,4670,5095,4053,4405,3455,196919,205837,null
LAVA,Lavalord Ring,LEGENDARY,DEFENSE,RING,174,3450,4743,5175,3881,4045,4369,3423,204665,208733,null
LAVA,Basalt Mask,LEGENDARY,ATTACK,TALISMAN,174,4719,5148,3432,3861,4049,4421,3459,205617,209011,null
LAVA,Basalt Stompers,LEGENDARY,MAGIC,BOOTS,174,3450,3881,4743,5175,4053,4385,3443,204955,208865,null
LAVA,Volcanic Gloves,LEGENDARY,DEFENSE,GLOVES,174,3432,4719,5148,3861,4033,4401,4009,198227,206097,null
LAVA,Lavalord Armor,LEGENDARY,ATTACK,CHEST,175,4768,5201,3468,3901,4037,4377,3419,197157,205959,null
LAVA,Lava Crown,LEGENDARY,MAGIC,HELM,174,3432,3861,4719,5148,4041,4381,4005,200691,207007,null
NATURE,Poison Ivy,LEGENDARY,NONE,MAIN_HAND,174,3450,3881,4743,5175,null,null,null,201083,207205,Enemy Blues
NATURE,Stone Maze Guardian,LEGENDARY,NONE,OFF_HAND,175,3468,4768,5201,3901,null,null,null,201463,207399,Red Dance Chance
LAVA,Combuster,LEGENDARY,NONE,MAIN_HAND,174,4743,5175,3450,3881,null,null,null,201091,207209,Cherry on Top
LAVA,Firecore Shield,LEGENDARY,NONE,OFF_HAND,174,3432,4719,5148,3861,null,null,null,201471,207403,Weak But Shielded
LAVA,Fire Baron,LEGENDARY,NONE,OFF_HAND,175,4768,5201,3468,3901,null,null,null,201467,207401,Red Advantage
NATURE,Stonestrike Shield,LEGENDARY,NONE,OFF_HAND,174,3450,4743,5175,3881,null,null,null,201459,207397,Witch's Ward
BEAST,Mad Hunter Horns,LEGENDARY,ATTACK,HELM,169,4597,5015,3343,3761,2853,2877,2567,200659,206991,null
LAVA,Lava Baron,LEGENDARY,NONE,MAIN_HAND,175,3468,4768,5201,3901,null,null,null,201087,207207,To My Shield Delight
NATURE,The Hulk,LEGENDARY,NONE,MAIN_HAND,175,3468,4768,5201,3901,null,null,null,201079,207203,Granny's Blue Broth
VENOM,Toxic Grin,LEGENDARY,DEFENSE,HELM,177,3503,4817,5255,3941,4421,4033,3439,200703,207013,null
VENOM,Great Predator Carapace,LEGENDARY,MAGIC,CHEST,177,3503,3941,4817,5255,4385,4417,3403,197165,205963,null
VENOM,Web Weavers,LEGENDARY,ATTACK,GLOVES,177,4817,5255,3503,3941,4389,4397,3447,198235,206101,null
VENOM,Walkers of Ambush,LEGENDARY,DEFENSE,BOOTS,178,3521,4841,5281,3961,4393,4029,3411,204963,208869,null
VENOM,Venomous Spinner,LEGENDARY,MAGIC,TALISMAN,177,3503,3941,4817,5255,4373,4041,4017,205625,209015,null
VENOM,Endless Coma Ring,LEGENDARY,ATTACK,RING,178,4841,5281,3521,3961,4377,4409,3407,204681,208741,null
VENOM,Tiny Assassin Necklace,LEGENDARY,DEFENSE,NECKLACE,175,3468,4768,5201,3901,4381,4413,4021,196927,205841,null
SACRED,Immaculate Crown,LEGENDARY,ATTACK,HELM,178,4841,5281,3521,3961,4409,4049,4001,200695,207009,null
SACRED,Golden Archangel Armor,LEGENDARY,DEFENSE,CHEST,178,3521,4841,5281,3961,4413,4045,3463,197161,205961,null
SACRED,Gloves of Grace,LEGENDARY,MAGIC,GLOVES,177,3503,3941,4817,5255,4417,4029,3427,198231,206099,null
SACRED,Sacred Path Boots,LEGENDARY,ATTACK,BOOTS,177,4817,5255,3503,3941,4397,4389,4013,204959,208867,null
SACRED,Golden Codex,LEGENDARY,DEFENSE,TALISMAN,178,3521,4841,5281,3961,4401,4393,3451,205621,209013,null
SACRED,Hundred Blessings Ring,LEGENDARY,MAGIC,RING,176,3485,3921,4792,5228,4405,4373,3415,204673,208737,null
SACRED,Silver Salvation,LEGENDARY,ATTACK,NECKLACE,177,4817,5255,3503,3941,4369,4037,4025,196923,205839,null
SACRED,Crimson Skies,LEGENDARY,MAGIC,TALISMAN,170,3379,3801,4646,5068,3407,3447,2833,205517,208961,null
MYTH,Crown of Mystics,LEGENDARY,DEFENSE,HELM,169,3343,4597,5015,3761,2913,2857,2523,200667,206995,null
DRAGON,Vanquisher Gloves,LEGENDARY,ATTACK,GLOVES,170,4621,5041,3361,3781,3443,3423,2845,198163,206065,null
NECRO,Nightmare Stompers,LEGENDARY,MAGIC,BOOTS,169,3343,3761,4597,5015,2889,2849,2527,204923,208849,null
SHADOW,Shadow Ball,LEGENDARY,DEFENSE,NECKLACE,169,3343,4597,5015,3761,3447,3459,2873,196819,205787,null
ICE,Iceblade,LEGENDARY,NONE,MAIN_HAND,170,4621,5041,3361,3781,null,null,null,200945,207135,Red Passion
VENOM,Vicious Venom Spear,LEGENDARY,NONE,MAIN_HAND,178,3521,4841,5281,3961,null,null,null,201107,207217,Fiery Force
VENOM,Wicked Web Shield,LEGENDARY,NONE,OFF_HAND,177,3503,4817,5255,3941,null,null,null,201487,207411,Intensive Dodge
SACRED,The Last Pilgrim,LEGENDARY,NONE,MAIN_HAND,178,3521,3961,4841,5281,null,null,null,201099,207213,Weak Shield Benefits
SACRED,Last Judgement Shield,LEGENDARY,NONE,OFF_HAND,179,3539,4866,5308,3981,null,null,null,201479,207407,Safeguard Kill
NOBLE,Book of Seven Virtues,LEGENDARY,ATTACK,TALISMAN,170,4621,5041,3361,3781,3463,3403,2853,205561,208983,null
DEATH,Mercenary of Madness,LEGENDARY,NONE,OFF_HAND,171,3396,3821,4670,5095,null,null,null,201319,207327,Red Drop of Hope
SACRED,Immortal Impaler,LEGENDARY,NONE,OFF_HAND,179,3539,3981,4866,5308,null,null,null,201475,207405,Blue Merlin
VENOM,Carnivorus,LEGENDARY,NONE,MAIN_HAND,178,4841,5281,3521,3961,null,null,null,201103,207215,Restoration Serum
THUNDER,Thunderlord Ring,LEGENDARY,MAGIC,RING,170,3379,3801,4646,5068,3411,3451,2889,204625,208713,null
VENOM,Arachnea's Heart,LEGENDARY,NONE,OFF_HAND,179,4890,5335,3556,4001,null,null,null,201483,207409,Second Chance
SACRED,Sacred Sacrifice Spear,LEGENDARY,NONE,MAIN_HAND,181,3574,4914,5361,4021,null,null,null,201095,207211,Goodbye Shield Hello Magic
LAVA,Firewalker Stompers,LEGENDARY,DEFENSE,BOOTS,170,3379,4646,5068,3801,3459,3411,2857,204883,208829,null
DRAGON,The Dragonhorn,LEGENDARY,MAGIC,HELM,181,3592,4041,4939,5388,5317,5345,4417,200705,207015,null
DRAGON,Dragon Priest Armor,LEGENDARY,ATTACK,CHEST,181,4939,5388,3592,4041,5321,5341,4037,197167,205965,null
DRAGON,Paws of Magic,LEGENDARY,DEFENSE,GLOVES,181,3592,4939,5388,4041,5329,6425,4413,198237,206103,null
DRAGON,Sorcery Stomps,LEGENDARY,MAGIC,BOOTS,181,3574,4021,4914,5361,5305,5349,4373,204965,208871,null
DRAGON,Red Dragon Egg,LEGENDARY,ATTACK,TALISMAN,181,4939,5388,3592,4041,5309,6445,4389,205627,209017,null
DRAGON,Basilisk Pendant,LEGENDARY,MAGIC,NECKLACE,179,3556,4001,4890,5335,5305,6429,4385,196929,205843,null
DRAGON,Serpenter Ring,LEGENDARY,DEFENSE,RING,181,3574,4914,5361,4021,5313,5333,4033,204683,208743,null
SHADOW,Owl King Crown,LEGENDARY,DEFENSE,HELM,181,3574,4914,5361,4021,6445,5329,4369,200707,207017,null
SHADOW,Shadow Owl Armor,LEGENDARY,MAGIC,CHEST,182,3610,4061,4963,5415,5349,6441,4053,197169,205967,null
SHADOW,Shadow Claws,LEGENDARY,ATTACK,GLOVES,181,4914,5361,3574,4021,5353,6421,4377,198239,206105,null
SHADOW,Shadow Talons,LEGENDARY,DEFENSE,BOOTS,181,3592,4939,5388,4041,5357,5325,4045,204967,208873,null
SHADOW,Poison Feathers,LEGENDARY,MAGIC,TALISMAN,181,3574,4021,4914,5361,5337,5317,4405,205629,209019,null
SHADOW,Owler Ring,LEGENDARY,ATTACK,RING,181,4939,5388,3592,4041,5341,6433,4049,204685,208745,null
SHADOW,Night Vision Necklace,LEGENDARY,DEFENSE,NECKLACE,179,3539,4866,5308,3981,5345,6437,4401,196931,205845,null
HEX,Winged Thief,LEGENDARY,MAGIC,NECKLACE,170,3379,3801,4646,5068,3419,3439,2913,196869,205811,null
NATURE,Crimson Spear,LEGENDARY,NONE,MAIN_HAND,171,3396,4670,5095,3821,null,null,null,200955,207141,White Ward
SHADOW,The Strix,LEGENDARY,NONE,MAIN_HAND,181,3592,4939,5388,4041,null,null,null,201115,207225,High Hopes
SHADOW,The Shadow Owl,LEGENDARY,NONE,OFF_HAND,181,4939,5388,3592,4041,null,null,null,201495,207419,Mighty Magic
DRAGON,Dracarion,LEGENDARY,NONE,MAIN_HAND,181,3592,4041,4939,5388,null,null,null,201109,207219,Granny's Blue Broth
DRAGON,The Silvertail,LEGENDARY,NONE,OFF_HAND,183,3627,4081,4988,5441,null,null,null,201491,207415,Scarlet Seas
SHADOW,Iron Ripper,LEGENDARY,NONE,MAIN_HAND,183,4988,5441,3627,4081,null,null,null,201113,207223,Healing Scraps
SHADOW,Shadow Hatchet,LEGENDARY,NONE,OFF_HAND,182,4963,5415,3610,4061,null,null,null,201493,207417,Intensive Dodge
DRAGON,Serpent Blade,LEGENDARY,NONE,MAIN_HAND,182,3610,4061,4963,5415,null,null,null,201111,207221,Spell of the Rose
DRAGON,The Scaleward,LEGENDARY,NONE,OFF_HAND,182,3610,4963,5415,4061,null,null,null,201489,207413,Second Chance
ABYSS,Goldserpent Gloves,LEGENDARY,MAGIC,GLOVES,170,3361,3781,4621,5041,3427,3455,2881,198179,206073,null
VENOM,Lethal Smile,LEGENDARY,DEFENSE,HELM,174,3432,4719,5148,3861,4045,3407,3463,200699,207011,null
WIND,Cyclone Eye Shield,LEGENDARY,NONE,OFF_HAND,174,4719,5148,3432,3861,null,null,null,201407,207371,Red Drop of Hope
NONE,Jubilee Talisman,LEGENDARY,MAGIC,TALISMAN,168,3325,3741,4572,4988,5941,null,null,204181,208549,null
BEAST,Beast Priest Drum,LEGENDARY,DEFENSE,TALISMAN,174,3450,4743,5175,3881,4033,4037,3411,205589,208997,null
NONE,The golden indiek,LEGENDARY,NONE,TALISMAN,4,3,1,2,4,null,null,null,203983,208523,null
SACRED,Evilirion Ring,LEGENDARY,ATTACK,RING,174,4719,5148,3432,3861,4009,4001,3447,204669,208735,null
SHADOW,Twilight Stompers,LEGENDARY,MAGIC,BOOTS,156,3112,3501,4279,4668,1292,1107,1312,204895,208835,null
MYTH,Cobra Khan,LEGENDARY,NONE,MAIN_HAND,174,3432,4719,5148,3861,null,null,null,201047,207187,Victor's Blessing
NONE,Pumpkin Prince,LEGENDARY,NONE,MAIN_HAND,183,4988,5441,3627,4081,null,null,null,200899,207113,White Generosity
NONE,Pumpkinhead Shield,LEGENDARY,NONE,OFF_HAND,183,3627,4081,4988,5441,null,null,null,201283,207309,Support for Magic
DRAGON,Dragon Figurine,LEGENDARY,DEFENSE,NECKLACE,174,3432,4719,5148,3861,4005,4033,3407,196859,205807,null
NOBLE,Heatlord Helmet,LEGENDARY,ATTACK,HELM,174,4743,5175,3450,3881,4029,3443,3419,200633,206977,null
ICE,Snowfreeze Gloves,LEGENDARY,MAGIC,GLOVES,176,3485,3921,4792,5228,4421,4389,4053,198215,206091,null
THUNDER,Voltago Horns,LEGENDARY,ATTACK,HELM,181,4914,5361,3574,4021,6433,5309,4421,200715,207021,null
THUNDER,Thunderbear Armor,LEGENDARY,DEFENSE,CHEST,182,3610,4963,5415,4061,6437,5313,4393,197177,205971,null
THUNDER,Ironstrike Gloves,LEGENDARY,MAGIC,GLOVES,181,3574,4021,4914,5361,6441,5325,4029,185691,193067,null
THUNDER,Thunderwalk Boots,LEGENDARY,ATTACK,BOOTS,181,4939,5388,3592,4041,6421,5353,4409,185709,195907,null
THUNDER,Thunder Ball,LEGENDARY,DEFENSE,TALISMAN,181,3592,4939,5388,4041,6425,5357,4381,205637,209023,null
THUNDER,Thunder Ruler Ring,LEGENDARY,MAGIC,RING,181,3592,4041,4939,5388,6429,5337,4041,204693,208749,null
THUNDER,Thunderbear Necklace,LEGENDARY,ATTACK,NECKLACE,179,4866,5308,3539,3981,5333,5321,4397,196939,205849,null
ABYSS,Gills of the Abyss,LEGENDARY,MAGIC,HELM,181,3592,4041,4939,5388,6461,7167,6441,200711,207019,null
ABYSS,Atlantis Armor,LEGENDARY,ATTACK,CHEST,181,4939,5388,3592,4041,6465,7163,5321,185537,192923,null
ABYSS,Kraken Gloves,LEGENDARY,DEFENSE,GLOVES,181,3592,4939,5388,4041,6469,7131,6437,198243,206107,null
ABYSS,Abyss Stompers,LEGENDARY,MAGIC,BOOTS,181,3574,4021,4914,5361,6449,7171,5337,204971,208875,null
ABYSS,Tentacle Talisman,LEGENDARY,ATTACK,TALISMAN,181,4939,5388,3592,4041,6453,7151,5353,205633,209021,null
ABYSS,Tricolor Snake Ring,LEGENDARY,DEFENSE,RING,181,3574,4914,5361,4021,6457,7155,5329,204689,208747,null
ABYSS,Triton Necklace,LEGENDARY,MAGIC,NECKLACE,179,3556,4001,4890,5335,6449,7135,5349,196935,205847,null
DEATH,Infernal Sentinel Shield,LEGENDARY,NONE,OFF_HAND,175,4768,5201,3468,3901,null,null,null,201447,207391,Red Dance Chance
THUNDER,Golden Thunder,LEGENDARY,NONE,MAIN_HAND,174,3450,3881,4743,5175,null,null,null,201011,207169,Enemy Blues
NECRO,Perpetual Torment Ring,LEGENDARY,DEFENSE,RING,172,3414,4695,5121,3841,4001,4029,3403,204637,208719,null
ABYSS,Lost Land Compass,LEGENDARY,DEFENSE,TALISMAN,181,3574,4914,5361,4021,4033,4037,3411,185527,196023,null
THUNDER,Thunderblade,LEGENDARY,NONE,MAIN_HAND,184,5012,5468,3645,4101,null,null,null,201131,207233,Occult Curse
ABYSS,Depth of Despair,LEGENDARY,NONE,OFF_HAND,184,3645,5012,5468,4101,null,null,null,201503,207423,Mighty Magic
NONE,Mrs Santa Claus,LEGENDARY,NONE,MAIN_HAND,183,4988,5441,3627,4081,null,null,null,201063,207195,Fiery Force
NONE,Cruel Noel,LEGENDARY,NONE,OFF_HAND,183,3627,4081,4988,5441,null,null,null,201515,207429,Scarlet Seas
HEX,Witchcrafter Hood,LEGENDARY,MAGIC,HELM,174,3450,3881,4743,5175,4013,3447,3411,200625,206973,null
ICE,Ice Crusader Boots,LEGENDARY,DEFENSE,BOOTS,174,3432,4719,5148,3861,4025,3455,3459,204943,208859,null
WIND,Twister Gloves,LEGENDARY,ATTACK,GLOVES,174,4719,5148,3432,3861,4053,3403,3451,198191,206079,null
VENOM,Spike Viper Ring,LEGENDARY,MAGIC,RING,174,3450,3881,4743,5175,4009,4001,3447,204677,208739,null
ABYSS,Seamage Trident,LEGENDARY,NONE,MAIN_HAND,184,3645,4101,5012,5468,null,null,null,201123,207229,Beast Trick
THUNDER,Thunderbash,LEGENDARY,NONE,OFF_HAND,184,3645,5012,5468,4101,null,null,null,201511,207427,Mighty Magic
LAVA,Basalt Collar,LEGENDARY,ATTACK,HELM,171,4670,5095,3396,3821,4013,3447,3411,200687,207005,null
MYTH,Starsky Shield,LEGENDARY,NONE,OFF_HAND,177,3503,3941,4817,5255,null,null,null,201435,207385,Weak But Shielded
ABYSS,Leviathan,LEGENDARY,NONE,MAIN_HAND,184,3645,5012,5468,4101,null,null,null,201119,207227,Red Cocktail
THUNDER,Blue Butcher,LEGENDARY,NONE,OFF_HAND,184,5012,5468,3645,4101,null,null,null,201507,207425,Red Advantage
THUNDER,Golden Hunter,LEGENDARY,NONE,MAIN_HAND,184,3645,5012,5468,4101,null,null,null,201127,207231,High Hopes
ABYSS,Tentaclus,LEGENDARY,NONE,OFF_HAND,184,3645,4101,5012,5468,null,null,null,201499,207421,Witch's Ward
BEAST,Primal Power Pendant,LEGENDARY,DEFENSE,NECKLACE,171,3396,4670,5095,3821,4041,4005,3439,196895,205825,null
NATURE,Stone Sentinel,LEGENDARY,ATTACK,TALISMAN,174,4719,5148,3432,3861,4049,4009,3423,205609,209007,null
HEX,Black Bat,LEGENDARY,ATTACK,HELM,183,4982,5435,3623,4076,7139,6453,6445,209781,209869,null
HEX,Crimson Count Carapace,LEGENDARY,DEFENSE,CHEST,182,3610,4963,5415,4061,7143,6457,5357,209745,209865,null
HEX,Bat Gloves,LEGENDARY,MAGIC,GLOVES,182,3604,4054,4955,5405,7147,6473,5325,209763,209867,null
HEX,Vampiric Boots,LEGENDARY,ATTACK,BOOTS,182,4963,5415,3610,4061,7127,7175,6433,209835,209875,null
HEX,Vampiric Sting,LEGENDARY,DEFENSE,TALISMAN,183,3623,4982,5435,4076,7131,7179,5345,210049,210089,null
HEX,Crimson Count Ring,LEGENDARY,MAGIC,RING,182,3610,4061,4963,5415,7135,7159,5317,210029,210085,null
HEX,Vampire Claw Necklace,LEGENDARY,ATTACK,NECKLACE,182,4963,5415,3610,4061,7155,6465,6421,210009,210081,null
NOBLE,Ivory Visor,LEGENDARY,DEFENSE,HELM,182,3610,4963,5415,4061,7151,6469,5333,209913,210001,null
NOBLE,Manticore Armor,LEGENDARY,MAGIC,CHEST,182,3604,4054,4955,5405,7171,7147,5305,209877,209997,null
NOBLE,Alabaster Gloves,LEGENDARY,ATTACK,GLOVES,183,4982,5435,3623,4076,7175,7127,5341,209895,209999,null
NOBLE,Manticore Walkers,LEGENDARY,DEFENSE,BOOTS,181,3584,4928,5376,4032,7179,6473,5313,209967,210007,null
NOBLE,Runebook of Peace,LEGENDARY,MAGIC,TALISMAN,182,3610,4061,4963,5415,7159,6461,6429,210059,210091,null
NOBLE,Winged Lion Ring,LEGENDARY,ATTACK,RING,182,4963,5415,3610,4061,7163,7139,5309,210039,210087,null
NOBLE,Skyroar Necklace,LEGENDARY,DEFENSE,NECKLACE,182,3610,4963,5415,4061,7167,7143,6425,210019,210083,null
HEX,Bloodsucker Shield,LEGENDARY,NONE,OFF_HAND,186,5037,5495,3663,4121,null,null,null,209817,209873,Safeguard Kill
HEX,The Sanguiner,LEGENDARY,NONE,MAIN_HAND,186,3663,4121,5037,5495,null,null,null,209799,209871,Adrenaline Boost
HEX,Iron Bat,LEGENDARY,NONE,OFF_HAND,186,3663,5037,5495,4121,null,null,null,217111,217019,Spontaneous Spirits
HEX,Scarlet Blade,LEGENDARY,NONE,MAIN_HAND,186,5037,5495,3663,4121,null,null,null,217075,217015,Melee Shock
NOBLE,Runewrath Shield,LEGENDARY,NONE,OFF_HAND,186,3663,4121,5037,5495,null,null,null,209949,210005,Unshielded Wizard
NOBLE,The Pax,LEGENDARY,NONE,MAIN_HAND,186,3663,5037,5495,4121,null,null,null,209931,210003,Azure Gift
NOBLE,Shield of Manticore,LEGENDARY,NONE,OFF_HAND,186,3663,4121,5037,5495,null,null,null,217129,217021,Blue Merlin
NOBLE,Manticore Axe,LEGENDARY,NONE,MAIN_HAND,184,5012,5468,3645,4101,null,null,null,217093,217017,Red Surprise
NOBLE,Illuminator,LEGENDARY,NONE,MAIN_HAND,175,3468,4768,5201,3901,null,null,null,210799,210825,White Chances
NECRO,Gloves of the Undead,LEGENDARY,DEFENSE,GLOVES,176,3485,4792,5228,3921,2559,2531,2205,210781,210823,null
DRAGON,Runic Dragon Ring,LEGENDARY,DEFENSE,RING,172,3414,4695,5121,3841,1266,1283,1519,210771,210827,null
MYTH,Victory Visor,LEGENDARY,MAGIC,HELM,184,3643,4099,5009,5465,7343,7135,7159,211567,211649,null
MYTH,Spirit Master Armor,LEGENDARY,ATTACK,CHEST,186,5037,5495,3663,4121,7347,7163,7175,211531,211645,null
MYTH,Gloves of Dexterity,LEGENDARY,DEFENSE,GLOVES,186,3663,5037,5495,4121,7351,7143,7179,211549,211647,null
MYTH,Fearless Walkers,LEGENDARY,MAGIC,BOOTS,184,3643,4099,5009,5465,7331,7147,6473,211621,211657,null
MYTH,Goblet of Spirits,LEGENDARY,ATTACK,TALISMAN,184,5009,5465,3643,4099,7335,7127,6453,211521,211659,null
MYTH,Spirit Tamer Ring,LEGENDARY,DEFENSE,RING,186,3663,5037,5495,4121,7339,7167,7131,211511,211655,null
MYTH,War Eagle Pendant,LEGENDARY,MAGIC,NECKLACE,184,3643,4099,5009,5465,6449,7171,7139,211501,211643,null
MYTH,Percival's Protector,LEGENDARY,NONE,OFF_HAND,188,3663,5049,5742,4158,null,null,null,211603,211653,Blue Headstart
MYTH,The Chosen One,LEGENDARY,NONE,MAIN_HAND,188,5148,5742,3564,4158,null,null,null,211585,211651,Red Headstart
HEX,Emerald Eye,LEGENDARY,NONE,OFF_HAND,174,3450,3881,4743,5175,null,null,null,213011,213091,Witch's Ward
DEATH,Horns of Misdeed,LEGENDARY,ATTACK,HELM,174,4719,5148,3432,3861,4045,3407,3463,212993,213089,null
THUNDER,Blessed Bolts,LEGENDARY,ATTACK,TALISMAN,174,4719,5148,3432,3861,4049,4009,3423,212967,213113,null
NATURE,Violet Vine Ring,LEGENDARY,MAGIC,RING,170,3361,3781,4621,5041,3439,3407,2841,212957,213109,null
SACRED,Sacred Supernova,LEGENDARY,DEFENSE,NECKLACE,171,3396,4670,5095,3821,4041,4005,3439,212707,213053,null
SHADOW,Duskhunter Visor,LEGENDARY,ATTACK,HELM,169,4597,5015,3343,3761,2853,2877,2567,212977,213087,null
NONE,Easter Basket,LEGENDARY,ATTACK,TALISMAN,181,4914,5361,3574,4021,6433,6445,6465,217165,217035,null
NONE,Happy Easter Necklace,LEGENDARY,DEFENSE,NECKLACE,179,3556,4890,5335,4001,6457,6469,6437,217155,217013,null
WIND,Boots of Bravado,LEGENDARY,MAGIC,BOOTS,174,3432,3861,4719,5148,4025,3463,3459,213029,213111,null
ABYSS,Three Spirit Amulet,LEGENDARY,ATTACK,NECKLACE,169,4597,5015,3343,3761,6449,7135,5349,217813,217901,null
THUNDER,Thunderclappers,LEGENDARY,ATTACK,GLOVES,177,4817,5255,3503,3941,4389,4397,3447,221343,221371,null
SHADOW,Green Venom,LEGENDARY,ATTACK,TALISMAN,174,4719,5148,3432,3861,4049,4421,3459,221921,222023,null
DRAGON,Eternal Scale Shield,LEGENDARY,NONE,OFF_HAND,166,4524,4935,3290,3701,null,null,null,221949,222007,Blue Benefit
SACRED,Visor of Supremacy,LEGENDARY,ATTACK,HELM,174,4743,5175,3450,3881,4013,3407,2893,221931,222005,null
BEAST,Spike Stompers,LEGENDARY,DEFENSE,BOOTS,170,3361,4621,5041,3781,3463,3427,2563,221967,222021,null
WIND,Bewitched Blast Ring,LEGENDARY,DEFENSE,RING,174,3450,4743,5175,3881,4045,4369,3423,221911,222019,null
MYTH,Battle Beetle,LEGENDARY,NONE,OFF_HAND,184,5049,5445,3663,4059,null,null,null,225023,225047,Second Chance
BEAST,Battle Bull Crown,LEGENDARY,ATTACK,HELM,185,4850,5600,3564,4257,10423,7347,7335,224585,224649,null
BEAST,Battle Bull Armor,LEGENDARY,DEFENSE,CHEST,184,3663,5252,5390,3960,10415,7339,7155,224565,224645,null
BEAST,Bull Gloves,LEGENDARY,MAGIC,GLOVES,183,4802,4300,3465,5600,10419,7355,6461,224575,224647,null
BEAST,Bull Stompers,LEGENDARY,ATTACK,BOOTS,184,5247,5400,3663,3920,6465,7151,7335,224615,224657,null
BEAST,Hank of Safety,LEGENDARY,DEFENSE,TALISMAN,184,3724,5000,5643,3861,10403,6469,7339,224559,224659,null
BEAST,Ivory Horns Ring,LEGENDARY,MAGIC,RING,183,3737,3861,5148,5390,10407,7355,10411,224553,224655,null
BEAST,Battle Bell,LEGENDARY,ATTACK,NECKLACE,183,4975,5473,3528,4200,10399,7347,7127,224547,224643,null
WIND,Veil of Wind,LEGENDARY,DEFENSE,HELM,183,3711,5064,5319,4059,10439,7351,7143,224227,224347,null
WIND,Zephyros Armor,LEGENDARY,MAGIC,CHEST,184,3607,4059,4975,5586,10443,7331,6473,224187,224339,null
WIND,Wind Whisper Gloves,LEGENDARY,ATTACK,GLOVES,183,4861,5544,3528,4175,10447,6465,7163,224207,224343,null
WIND,Zephyr Walkers,LEGENDARY,DEFENSE,BOOTS,182,3571,5132,5378,3920,10427,7351,7131,224287,224361,null
WIND,Deadly Twins,LEGENDARY,MAGIC,TALISMAN,183,3500,4158,4866,5643,10431,7343,7171,224171,224365,null
WIND,Ring of Atmospheres,LEGENDARY,ATTACK,RING,183,4975,5488,3625,4063,10435,7139,10451,231115,231131,null
WIND,Wind Crystal Pendant,LEGENDARY,DEFENSE,NECKLACE,183,3500,5064,5390,4200,10427,7155,6457,224147,224335,null
ICE,Mammoth Hunter Crown,LEGENDARY,MAGIC,HELM,184,3546,4000,5247,5467,6461,7331,7159,224217,224345,null
ICE,Mammoth Hunter Armor,LEGENDARY,ATTACK,CHEST,186,4925,5499,3564,4356,10471,7151,7175,224177,224337,null
ICE,Ice Hunt Gloves,LEGENDARY,DEFENSE,GLOVES,186,3663,5200,5396,4124,10475,7167,6469,224197,224341,null
ICE,Thick Ice Stompers,LEGENDARY,MAGIC,BOOTS,183,3652,4100,4915,5473,10479,7343,7147,224277,224359,null
ICE,Mammoth Skull,LEGENDARY,ATTACK,TALISMAN,184,5013,5473,3645,4141,10459,6449,10455,224165,224363,null
ICE,Broken Ice Ring,LEGENDARY,DEFENSE,RING,185,3663,5049,5544,4018,10463,7179,6453,224153,234919,null
ICE,Hunter's Pride Pendant,LEGENDARY,MAGIC,NECKLACE,184,3743,4141,4910,5478,10467,7355,7135,224141,224333,null
HEX,Mad Crown Ring,LEGENDARY,MAGIC,RING,168,3325,3741,4572,4988,2913,2837,2181,224065,224099,null
WIND,Spectacular Shard Shield,LEGENDARY,NONE,OFF_HAND,186,3682,4343,5015,5594,null,null,null,224267,224355,Blue Dance Chance
NOBLE,Legendary Roar,LEGENDARY,DEFENSE,NECKLACE,170,3361,4621,5041,3781,3451,4009,2877,225913,226481,null
ICE,Face of Frost,LEGENDARY,MAGIC,HELM,170,3361,3781,4621,5041,3415,3451,2889,226319,226541,null
LAVA,Basalt Chisel,LEGENDARY,MAGIC,TALISMAN,169,3343,3761,4597,5015,2837,2567,2527,226273,226547,null
MYTH,Gloves of Chosen Destiny,LEGENDARY,MAGIC,GLOVES,174,3432,3861,4719,5148,4005,3427,2571,226301,226485,null
DEATH,Boots of Plague,LEGENDARY,ATTACK,BOOTS,169,4597,5015,3343,3761,2873,2853,2531,226355,226545,null
NECRO,Necromancer's Amulet,LEGENDARY,MAGIC,NECKLACE,171,3396,3821,4670,5095,4053,4405,3455,225903,226479,null
